Repl,inline-functions,unswitch-loops,predictive-commoning,gcse-after-reload,tree-loop-distribute-patterns,tree-slp-vectorize,vect-cost-model,tree-partial-pre,ipa-cp-clone,Best Rate,Avg Time
2,0,1,0,0,0,1,1,0,0,6705.5,0.024403
0,0,1,0,0,0,1,1,0,1,4822.2,0.038845
1,0,1,0,0,0,1,1,0,1,4176.3,0.042753
2,0,1,0,0,0,1,1,0,1,4794.1,0.039693
0,0,1,0,0,0,1,1,1,0,6807.1,0.02387
1,0,1,0,0,0,1,1,1,0,6836.5,0.023814
2,0,1,0,0,0,1,1,1,0,6844.4,0.023638
0,0,1,0,0,0,1,1,1,1,4517.0,0.043196
1,0,1,0,0,0,1,1,1,1,4203.2,0.045252
2,0,1,0,0,0,1,1,1,1,3802.9,0.046438
0,0,1,0,0,1,0,0,0,0,6906.7,0.024042
1,0,1,0,0,1,0,0,0,0,6707.5,0.024663
2,0,1,0,0,1,0,0,0,0,6715.6,0.024161
0,0,1,0,0,1,0,0,0,1,4831.7,0.03979
1,0,1,0,0,1,0,0,0,1,5030.2,0.03898
2,0,1,0,0,1,0,0,0,1,4606.9,0.040495
0,0,1,0,0,1,0,0,1,0,6881.7,0.023455
1,0,1,0,0,1,0,0,1,0,6907.0,0.023529
2,0,1,0,0,1,0,0,1,0,6912.0,0.023501
0,0,1,0,0,1,0,0,1,1,5108.9,0.036274
1,0,1,0,0,1,0,0,1,1,5464.0,0.036103
2,0,1,0,0,1,0,0,1,1,5059.8,0.034789
0,0,1,0,0,1,0,1,0,0,6726.7,0.024294
1,0,1,0,0,1,0,1,0,0,6765.3,0.023962
